# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1403715280.761538267135620,0.00409,0.00020,0.00281,0.00659,0.00123,0.00040,0.01533
1403715280.811520338058472,0.00401,0.00018,0.00016,0.00665,0.00025,0.00041,0.01166
1403715280.861549854278564,0.00281,0.00032,0.00020,0.00582,0.00022,0.00046,0.00983
1403715280.911582708358765,0.00413,0.00026,0.00096,0.00626,0.00004,0.00075,0.01239
1403715280.961663961410522,0.00368,0.00019,0.00066,0.00500,0.00016,0.00061,0.01030
1403715281.011681556701660,0.00308,0.00018,0.00066,0.00520,0.00000,0.00057,0.00969
1403715281.061684131622314,0.00317,0.00030,0.00051,0.00551,0.00351,0.00041,0.01341
1403715281.111696720123291,0.00359,0.00022,0.00032,0.00566,0.00000,0.00056,0.01036
1403715281.161731004714966,0.00308,0.00018,0.00009,0.00645,0.00000,0.00059,0.01039
1403715281.211803674697876,0.00363,0.00021,0.00080,0.00549,0.00170,0.00053,0.01236
1403715281.261880159378052,0.00289,0.00018,0.00001,0.00544,0.00000,0.00055,0.00906
1403715281.311939477920532,0.00248,0.00022,0.00446,0.00571,0.00653,0.00041,0.01981
1403715281.362038850784302,0.00398,0.00020,0.00491,0.00620,0.00119,0.00037,0.01686
1403715281.412096500396729,0.00393,0.00016,0.00021,0.00713,0.00000,0.00048,0.01192
1403715281.462096691131592,0.00330,0.00021,0.00042,0.00731,0.00036,0.00064,0.01224
1403715281.512172937393188,0.00305,0.00018,0.00513,0.00812,0.00264,0.00047,0.01959
1403715281.562187671661377,0.00288,0.00019,0.00008,0.00762,0.00000,0.00052,0.01129
1403715281.612188816070557,0.00338,0.00021,0.00031,0.00664,0.00039,0.00051,0.01145
1403715281.662185430526733,0.00344,0.00023,0.00015,0.00618,0.00001,0.00086,0.01088
1403715281.712164640426636,0.00390,0.00029,0.00120,0.00481,0.00003,0.00040,0.01064
1403715281.762112855911255,0.00281,0.00018,0.00149,0.00541,0.00005,0.00049,0.01043
1403715281.812134742736816,0.00334,0.00017,0.00062,0.00430,0.00000,0.00041,0.00885
1403715281.862122774124146,0.00302,0.00018,0.00193,0.00443,0.00014,0.00043,0.01014
1403715281.912108898162842,0.00393,0.00016,0.00846,0.00418,0.01149,0.00105,0.02928
1403715281.962102890014648,0.00295,0.00018,0.00249,0.00612,0.00252,0.00044,0.01469
1403715282.012097358703613,0.00315,0.00021,0.00001,0.00736,0.00000,0.00050,0.01125
1403715282.062083244323730,0.00432,0.00026,0.00044,0.00682,0.00000,0.00042,0.01226
1403715282.112026453018188,0.00272,0.00019,0.00470,0.00624,0.00165,0.00075,0.01626
1403715282.162097215652466,0.00364,0.00021,0.00032,0.00609,0.00036,0.00039,0.01101
1403715282.212093353271484,0.00325,0.00019,0.00012,0.00736,0.00000,0.00106,0.01198
1403715282.262069463729858,0.00339,0.00021,0.00060,0.00651,0.00001,0.00044,0.01115
1403715282.312063694000244,0.00314,0.00024,0.00007,0.00693,0.00000,0.00057,0.01094
1403715282.362051963806152,0.00310,0.00033,0.00015,0.00610,0.00022,0.00045,0.01035
1403715282.411947250366211,0.00304,0.00037,0.00140,0.00599,0.00020,0.00043,0.01144
1403715282.461965084075928,0.00398,0.00024,0.00021,0.00598,0.00024,0.00071,0.01136
1403715282.511966705322266,0.00363,0.00020,0.00571,0.00548,0.00711,0.00041,0.02256
1403715282.561967372894287,0.00346,0.00019,0.00352,0.00685,0.00000,0.00042,0.01443
1403715282.611992835998535,0.00330,0.00019,0.00727,0.00597,0.00231,0.00043,0.01948
1403715282.661988735198975,0.00325,0.00019,0.00012,0.00688,0.00022,0.00048,0.01115
1403715282.711984395980835,0.00285,0.00018,0.00250,0.00740,0.00292,0.00049,0.01636
1403715282.761977672576904,0.00367,0.00021,0.00003,0.00699,0.00000,0.00048,0.01139
1403715282.811960220336914,0.00279,0.00019,0.00004,0.00699,0.00000,0.00043,0.01044
1403715282.861948251724243,0.00377,0.00021,0.00006,0.00668,0.00000,0.00038,0.01109
1403715282.911937952041626,0.00364,0.00030,0.00048,0.00737,0.00000,0.00056,0.01235
1403715282.961931228637695,0.00387,0.00017,0.00052,0.00643,0.00000,0.00043,0.01143
1403715283.011912107467651,0.00354,0.00019,0.00040,0.00642,0.00000,0.00045,0.01100
1403715283.061909437179565,0.00318,0.00019,0.00007,0.00643,0.00000,0.00049,0.01035
1403715283.111903667449951,0.00286,0.00022,0.00560,0.00691,0.00238,0.00043,0.01839
1403715283.161900758743286,0.00376,0.00025,0.00325,0.00681,0.00020,0.00057,0.01483
1403715283.211900472640991,0.00312,0.00017,0.00629,0.00633,0.00264,0.00052,0.01907
1403715283.261894226074219,0.00314,0.00018,0.00043,0.00728,0.00027,0.00068,0.01198
1403715283.311892032623291,0.00291,0.00018,0.00018,0.00639,0.00137,0.00082,0.01185
1403715283.361878633499146,0.00321,0.00018,0.00035,0.00829,0.00000,0.00064,0.01267
1403715283.411821603775024,0.00306,0.00017,0.00001,0.00702,0.00000,0.00061,0.01087
1403715283.461787223815918,0.00315,0.00026,0.00097,0.00599,0.00000,0.00044,0.01081
1403715283.511770009994507,0.00284,0.00019,0.01023,0.00615,0.00499,0.00040,0.02481
1403715283.561730146408081,0.00280,0.00029,0.00026,0.00604,0.00000,0.00048,0.00987
1403715283.611740350723267,0.00370,0.00020,0.00010,0.00574,0.00014,0.00039,0.01027
1403715283.661799669265747,0.00341,0.00022,0.00001,0.00615,0.00000,0.00045,0.01024
1403715283.711851596832275,0.00307,0.00019,0.00348,0.00576,0.00575,0.00052,0.01877
1403715283.761877059936523,0.00304,0.00031,0.00267,0.00729,0.00000,0.00069,0.01400
1403715283.811933755874634,0.00303,0.00019,0.00619,0.00700,0.00000,0.00044,0.01686
1403715283.861936807632446,0.00412,0.00038,0.00015,0.00922,0.00000,0.00059,0.01446
1403715283.911937475204468,0.00281,0.00018,0.00001,0.00662,0.00000,0.00044,0.01007
1403715283.961983919143677,0.00306,0.00020,0.00001,0.00680,0.00000,0.00039,0.01047
1403715284.012016534805298,0.00432,0.00030,0.00002,0.00676,0.00000,0.00050,0.01190
1403715284.062048196792603,0.00394,0.00027,0.00016,0.00652,0.00020,0.00038,0.01146
1403715284.112079620361328,0.00273,0.00018,0.00637,0.00702,0.00005,0.00036,0.01671
1403715284.162075519561768,0.00298,0.00024,0.00001,0.00712,0.00000,0.00042,0.01077
1403715284.212035894393921,0.00258,0.00018,0.00002,0.00687,0.00000,0.00042,0.01007
1403715284.261994361877441,0.00343,0.00019,0.00013,0.00619,0.00017,0.00034,0.01045
1403715284.311975479125977,0.00414,0.00028,0.00270,0.00620,0.00249,0.00041,0.01623
1403715284.362006187438965,0.00285,0.00020,0.00277,0.00696,0.00017,0.00032,0.01327
1403715284.412010431289673,0.00339,0.00032,0.00596,0.00692,0.00026,0.00071,0.01757
1403715284.462033510208130,0.00306,0.00021,0.00018,0.00660,0.00045,0.00033,0.01083
1403715284.512042760848999,0.00309,0.00023,0.00001,0.00687,0.00000,0.00043,0.01064
1403715284.562045574188232,0.00287,0.00030,0.00002,0.00709,0.00000,0.00043,0.01072
1403715284.612083911895752,0.00278,0.00029,0.00003,0.00773,0.00000,0.00048,0.01131
1403715284.662073850631714,0.00322,0.00022,0.00002,0.00727,0.00000,0.00063,0.01135
1403715284.712109088897705,0.00400,0.00026,0.00676,0.00758,0.00004,0.00047,0.01913
1403715284.762104749679565,0.00350,0.00020,0.00013,0.00690,0.00000,0.00035,0.01108
1403715284.812095642089844,0.00359,0.00045,0.00005,0.00746,0.00000,0.00040,0.01195
1403715284.862093210220337,0.00348,0.00020,0.00001,0.00671,0.00000,0.00052,0.01093
1403715284.912120819091797,0.00329,0.00022,0.00002,0.00722,0.00300,0.00041,0.01416
1403715284.962131738662720,0.00319,0.00018,0.00245,0.00697,0.00000,0.00044,0.01324
1403715285.012129545211792,0.00273,0.00022,0.00642,0.00726,0.00000,0.00038,0.01701
1403715285.062148094177246,0.00337,0.00022,0.00032,0.00685,0.00017,0.00034,0.01127
1403715285.112154483795166,0.00333,0.00030,0.00017,0.00650,0.00000,0.00074,0.01104
1403715285.162182569503784,0.00415,0.00018,0.00015,0.00528,0.00000,0.00044,0.01020
1403715285.212213754653931,0.00278,0.00018,0.00023,0.00619,0.00016,0.00043,0.00997
1403715285.262258529663086,0.00357,0.00018,0.00010,0.00527,0.00000,0.00085,0.00997
1403715285.312284469604492,0.00306,0.00017,0.00585,0.00598,0.00220,0.00058,0.01784
1403715285.362302780151367,0.00260,0.00016,0.00004,0.00568,0.00000,0.00070,0.00918
1403715285.412285804748535,0.00305,0.00020,0.00006,0.00561,0.00000,0.00064,0.00957
1403715285.462277412414551,0.00310,0.00017,0.00001,0.00610,0.00000,0.00067,0.01005
1403715285.512274265289307,0.00411,0.00020,0.00015,0.00515,0.00000,0.00053,0.01014
1403715285.562268495559692,0.00339,0.00022,0.00008,0.00536,0.00253,0.00046,0.01203
1403715285.612232923507690,0.00317,0.00021,0.00632,0.00607,0.00046,0.00044,0.01668
1403715285.662228107452393,0.00279,0.00019,0.00008,0.00737,0.00000,0.00078,0.01121
1403715285.712167978286743,0.00280,0.00017,0.00985,0.00517,0.00222,0.00039,0.02060
1403715285.762163162231445,0.00355,0.00017,0.00007,0.00534,0.00000,0.00040,0.00953
1403715285.812160968780518,0.00418,0.00023,0.00003,0.00517,0.00000,0.00057,0.01019
1403715285.862135410308838,0.00666,0.00034,0.00030,0.00532,0.00015,0.00051,0.01328
1403715285.912129402160645,0.00255,0.00016,0.00506,0.00555,0.00900,0.00045,0.02278
1403715285.962121725082397,0.00383,0.00028,0.00002,0.00715,0.00000,0.00045,0.01173
1403715286.012108325958252,0.00302,0.00019,0.00031,0.00694,0.00000,0.00041,0.01087
1403715286.062103748321533,0.00315,0.00020,0.00001,0.00711,0.00000,0.00068,0.01114
1403715286.112102746963501,0.00331,0.00024,0.00015,0.00696,0.00000,0.00054,0.01120
1403715286.162102460861206,0.00283,0.00018,0.00007,0.00670,0.00000,0.00044,0.01022
1403715286.212106704711914,0.00305,0.00018,0.00572,0.00761,0.00048,0.00042,0.01747
1403715286.262104511260986,0.00279,0.00020,0.00008,0.00719,0.00016,0.00037,0.01079
1403715286.312090635299683,0.00301,0.00022,0.00910,0.00623,0.00350,0.00045,0.02252
1403715286.362079381942749,0.00356,0.00026,0.00002,0.00813,0.00000,0.00104,0.01300
1403715286.412073850631714,0.00349,0.00027,0.00013,0.00724,0.00000,0.00048,0.01160
1403715286.462054252624512,0.00392,0.00027,0.00026,0.00733,0.00021,0.00047,0.01246
1403715286.512045860290527,0.00416,0.00028,0.00513,0.00568,0.00129,0.00039,0.01693
1403715286.562050580978394,0.00333,0.00022,0.00044,0.00688,0.00000,0.00048,0.01135
1403715286.612045764923096,0.00429,0.00020,0.00046,0.00539,0.00000,0.00051,0.01086
1403715286.662039041519165,0.00401,0.00028,0.00022,0.00601,0.00018,0.00043,0.01112
1403715286.712036848068237,0.00291,0.00017,0.00072,0.00428,0.00000,0.00044,0.00853
1403715286.762031555175781,0.00377,0.00030,0.00105,0.00391,0.00014,0.00043,0.00961
1403715286.812021970748901,0.00320,0.00019,0.00006,0.00333,0.01443,0.00049,0.02171
1403715286.862003803253174,0.00434,0.00021,0.00015,0.00495,0.00027,0.00042,0.01034
1403715286.911999464035034,0.00286,0.00016,0.00497,0.00531,0.00125,0.00043,0.01499
1403715286.961994171142578,0.00417,0.00018,0.00015,0.00547,0.00000,0.00054,0.01052
1403715287.012001991271973,0.00285,0.00018,0.00015,0.00531,0.00016,0.00052,0.00916
1403715287.062015295028687,0.00381,0.00018,0.00046,0.00467,0.00001,0.00053,0.00966
1403715287.112028598785400,0.00361,0.00021,0.00003,0.00514,0.00910,0.00054,0.01864
1403715287.162039756774902,0.00441,0.00020,0.00069,0.00561,0.00020,0.00041,0.01153
1403715287.212064027786255,0.00389,0.00029,0.00897,0.00520,0.00054,0.00066,0.01954
1403715287.262056589126587,0.00392,0.00019,0.00010,0.00515,0.00000,0.00045,0.00980
1403715287.312061786651611,0.00900,0.00020,0.00066,0.00418,0.00000,0.00058,0.01461
1403715287.362070798873901,0.00392,0.00017,0.00039,0.00388,0.00016,0.00055,0.00906
1403715287.412073135375977,0.00315,0.00018,0.00024,0.00422,0.00041,0.00050,0.00870
1403715287.462073326110840,0.00315,0.00021,0.00017,0.00374,0.00000,0.00054,0.00781
1403715287.512066602706909,0.00302,0.00016,0.00003,0.00418,0.00308,0.00043,0.01090
1403715287.562061309814453,0.00295,0.00018,0.00003,0.00412,0.00000,0.00057,0.00785
1403715287.612061262130737,0.00391,0.00018,0.00012,0.00408,0.00000,0.00052,0.00881
1403715287.662060499191284,0.00361,0.00019,0.00200,0.00343,0.00000,0.00059,0.00983
1403715287.712070226669312,0.00337,0.00016,0.00003,0.00393,0.00004,0.00057,0.00810
1403715287.762078762054443,0.00346,0.00017,0.00050,0.00282,0.00425,0.00048,0.01168
1403715287.812086820602417,0.00341,0.00017,0.00305,0.00376,0.01389,0.00096,0.02524
1403715287.862090349197388,0.00327,0.00018,0.00041,0.00609,0.00000,0.00041,0.01035
1403715287.912095069885254,0.00416,0.00024,0.00597,0.00673,0.00120,0.00051,0.01881
1403715287.962100267410278,0.00351,0.00023,0.00047,0.00594,0.00005,0.00077,0.01096
1403715288.012101888656616,0.00376,0.00019,0.00015,0.00564,0.00002,0.00102,0.01079
1403715288.062126398086548,0.00347,0.00019,0.00042,0.00482,0.00001,0.00043,0.00934
1403715288.112142086029053,0.00426,0.00031,0.00064,0.00478,0.00218,0.00049,0.01266
1403715288.162156581878662,0.00324,0.00019,0.00040,0.00537,0.00235,0.00056,0.01211
1403715288.212186336517334,0.00375,0.00022,0.00013,0.00517,0.00015,0.00042,0.00983
1403715288.262194395065308,0.00384,0.00018,0.00025,0.00561,0.00000,0.00043,0.01032
1403715288.312209606170654,0.00387,0.00025,0.00038,0.00539,0.00000,0.00051,0.01040
1403715288.362204313278198,0.00369,0.00027,0.00012,0.00511,0.00009,0.00056,0.00983
1403715288.412194252014160,0.00493,0.00021,0.00004,0.00527,0.00459,0.00043,0.01546
1403715288.462200164794922,0.00366,0.00024,0.00138,0.00608,0.00200,0.00041,0.01378
1403715288.512191534042358,0.00406,0.00020,0.00706,0.00739,0.00000,0.00082,0.01954
1403715288.562222957611084,0.00412,0.00025,0.00014,0.00727,0.00001,0.00057,0.01236
1403715288.612219333648682,0.00377,0.00021,0.00004,0.00658,0.00000,0.00106,0.01167
1403715288.662229061126709,0.00351,0.00020,0.00393,0.00707,0.00004,0.00064,0.01540
1403715288.712233304977417,0.00356,0.00026,0.00024,0.00813,0.00000,0.00051,0.01270
1403715288.762239217758179,0.00365,0.00024,0.00004,0.00686,0.00147,0.00093,0.01321
1403715288.812242031097412,0.00412,0.00023,0.00004,0.00652,0.00000,0.00054,0.01145
1403715288.862251758575439,0.00352,0.00023,0.00019,0.00724,0.00042,0.00088,0.01250
1403715288.912265539169312,0.00532,0.00031,0.00006,0.00634,0.00003,0.00054,0.01261
1403715288.962275028228760,0.00415,0.00018,0.00046,0.00674,0.00023,0.00053,0.01229
1403715289.012281656265259,0.00357,0.00024,0.00018,0.00600,0.00000,0.00049,0.01048
1403715289.062288284301758,0.00327,0.00020,0.00001,0.00775,0.00164,0.00067,0.01355
1403715289.112282514572144,0.00310,0.00021,0.00587,0.00677,0.00230,0.00050,0.01875
1403715289.162292957305908,0.00335,0.00019,0.00055,0.00690,0.00000,0.00052,0.01152
1403715289.212261199951172,0.00349,0.00023,0.00005,0.00822,0.00000,0.00061,0.01260
1403715289.262260913848877,0.00327,0.00022,0.00366,0.00681,0.00000,0.00052,0.01447
1403715289.312247753143311,0.00335,0.00019,0.00013,0.00624,0.00016,0.00042,0.01050
1403715289.362241983413696,0.00316,0.00020,0.00125,0.00690,0.00029,0.00043,0.01223
1403715289.412236690521240,0.00488,0.00034,0.00002,0.00709,0.00000,0.00075,0.01308
1403715289.462233781814575,0.00308,0.00019,0.00064,0.00614,0.00001,0.00050,0.01056
1403715289.512222528457642,0.00400,0.00050,0.00605,0.00615,0.00349,0.00041,0.02061
1403715289.562223196029663,0.00445,0.00023,0.00141,0.00628,0.00169,0.00061,0.01467
1403715289.612221002578735,0.00454,0.00026,0.00106,0.00667,0.00000,0.00057,0.01310
1403715289.662210226058960,0.00357,0.00020,0.00028,0.00533,0.00030,0.00106,0.01073
1403715289.712202787399292,0.00354,0.00021,0.00242,0.00519,0.00686,0.00059,0.01882
1403715289.762207031250000,0.00403,0.00022,0.00019,0.00826,0.00000,0.00072,0.01342
1403715289.812205314636230,0.00386,0.00019,0.00007,0.00629,0.00000,0.00038,0.01080
1403715289.862206935882568,0.00282,0.00020,0.00521,0.00712,0.00183,0.00045,0.01764
1403715289.912197113037109,0.00346,0.00023,0.00001,0.00683,0.00000,0.00039,0.01092
1403715289.962187767028809,0.00300,0.00020,0.00001,0.00803,0.00000,0.00051,0.01175
1403715290.012176513671875,0.00346,0.00024,0.00042,0.00714,0.00000,0.00062,0.01187
1403715290.062168359756470,0.00302,0.00022,0.00002,0.00750,0.00000,0.00063,0.01139
1403715290.112163305282593,0.00254,0.00017,0.00408,0.00781,0.00000,0.00054,0.01515
1403715290.162151098251343,0.00298,0.00020,0.00008,0.00811,0.00000,0.00070,0.01207
1403715290.212141036987305,0.00281,0.00020,0.00623,0.00684,0.00000,0.00047,0.01655
1403715290.262144088745117,0.00296,0.00019,0.00393,0.00655,0.00000,0.00059,0.01422
1403715290.312169790267944,0.00351,0.00023,0.00279,0.00657,0.00019,0.00048,0.01378
1403715290.362173318862915,0.00645,0.00021,0.00001,0.00729,0.00000,0.00045,0.01443
1403715290.412192583084106,0.00368,0.00026,0.00011,0.00743,0.00000,0.00050,0.01199
1403715290.462183237075806,0.00454,0.00038,0.00220,0.00699,0.00000,0.00044,0.01455
1403715290.512163162231445,0.00387,0.00023,0.00012,0.00765,0.00017,0.00037,0.01242
1403715290.562130451202393,0.00346,0.00023,0.00034,0.00680,0.00000,0.00046,0.01130
1403715290.612131357192993,0.00313,0.00018,0.00001,0.00653,0.00000,0.00055,0.01041
1403715290.662119150161743,0.00328,0.00021,0.00005,0.00669,0.00001,0.00043,0.01068
1403715290.712121486663818,0.00261,0.00018,0.00431,0.00631,0.00009,0.00057,0.01408
1403715290.762118577957153,0.00277,0.00018,0.00017,0.00596,0.00007,0.00056,0.00973
1403715290.812125921249390,0.00333,0.00020,0.00602,0.00598,0.00600,0.00044,0.02197
1403715290.862132310867310,0.00277,0.00019,0.00259,0.00786,0.00133,0.00048,0.01523
1403715290.912133455276489,0.00276,0.00021,0.00304,0.00752,0.00125,0.00034,0.01511
1403715290.962133169174194,0.00311,0.00019,0.00009,0.00733,0.00000,0.00047,0.01120
1403715291.012138128280640,0.00331,0.00022,0.00037,0.00812,0.00000,0.00048,0.01251
1403715291.062146186828613,0.00347,0.00024,0.00413,0.00789,0.00004,0.00047,0.01624
1403715291.112148761749268,0.00288,0.00019,0.00001,0.00714,0.00000,0.00047,0.01070
1403715291.162153005599976,0.00414,0.00021,0.00013,0.00748,0.00000,0.00046,0.01243
1403715291.212151288986206,0.00362,0.00021,0.00018,0.00671,0.00000,0.00077,0.01150
1403715291.262142181396484,0.00419,0.00023,0.00018,0.00738,0.00071,0.00047,0.01317
1403715291.312138319015503,0.00437,0.00019,0.00400,0.00664,0.00004,0.00047,0.01572
1403715291.362135648727417,0.00396,0.00017,0.00030,0.00677,0.00006,0.00054,0.01180
1403715291.412140846252441,0.00327,0.00020,0.00509,0.00635,0.00282,0.00057,0.01830
1403715291.462127923965454,0.00294,0.00023,0.00041,0.00693,0.00135,0.00049,0.01236
1403715291.512120962142944,0.00346,0.00020,0.00140,0.00597,0.00149,0.00057,0.01309
1403715291.562111139297485,0.00341,0.00022,0.00001,0.00616,0.00000,0.00041,0.01020
1403715291.612115621566772,0.00274,0.00019,0.00005,0.00644,0.00000,0.00064,0.01006
1403715291.662129402160645,0.00434,0.00019,0.00057,0.00622,0.00010,0.00050,0.01193
1403715291.712134838104248,0.00345,0.00018,0.00001,0.00664,0.00000,0.00060,0.01089
1403715291.762139081954956,0.00383,0.00027,0.00023,0.00552,0.00000,0.00043,0.01028
1403715291.812141656875610,0.00307,0.00019,0.00090,0.00537,0.00000,0.00046,0.00998
1403715291.862138509750366,0.00301,0.00017,0.00110,0.00540,0.00000,0.00052,0.01019
1403715291.912137508392334,0.00381,0.00027,0.00417,0.00458,0.00802,0.00045,0.02130
1403715291.962137937545776,0.00305,0.00022,0.00020,0.00607,0.00006,0.00048,0.01007
1403715292.012131214141846,0.00276,0.00018,0.00176,0.00571,0.00623,0.00040,0.01705
1403715292.062132835388184,0.00400,0.00023,0.00031,0.00687,0.00001,0.00050,0.01192
1403715292.112130165100098,0.00347,0.00034,0.00007,0.00670,0.00126,0.00032,0.01216
1403715292.162120580673218,0.00317,0.00018,0.00002,0.00701,0.00000,0.00041,0.01081
1403715292.212109327316284,0.00290,0.00026,0.00004,0.00712,0.00000,0.00046,0.01078
1403715292.262092828750610,0.00346,0.00021,0.00218,0.00761,0.00000,0.00046,0.01392
1403715292.312074422836304,0.00370,0.00026,0.00063,0.00637,0.00000,0.00045,0.01141
1403715292.362060308456421,0.00314,0.00020,0.00044,0.00610,0.00000,0.00046,0.01035
1403715292.412046194076538,0.00290,0.00020,0.00006,0.00556,0.00000,0.00044,0.00915
1403715292.462027311325073,0.00394,0.00026,0.00183,0.00534,0.00241,0.00049,0.01428
1403715292.512010812759399,0.00295,0.00024,0.00385,0.00582,0.00150,0.00066,0.01502
1403715292.562001943588257,0.00329,0.00020,0.00009,0.00588,0.00006,0.00052,0.01004
1403715292.611997604370117,0.00338,0.00017,0.00032,0.00523,0.00440,0.00069,0.01419
1403715292.661988735198975,0.00286,0.00025,0.00036,0.00516,0.00001,0.00081,0.00945
1403715292.711979866027832,0.00425,0.00025,0.00037,0.00491,0.00000,0.00045,0.01023
1403715292.761977672576904,0.00370,0.00020,0.00039,0.00453,0.00000,0.00057,0.00939
1403715292.811982631683350,0.00387,0.00016,0.00043,0.00467,0.00000,0.00044,0.00957
1403715292.861985683441162,0.00381,0.00018,0.00290,0.00440,0.00334,0.00043,0.01505
1403715292.911988496780396,0.00477,0.00021,0.00099,0.00486,0.00485,0.00047,0.01614
1403715292.961990118026733,0.00372,0.00018,0.00003,0.00610,0.00000,0.00069,0.01071
1403715293.011987924575806,0.00335,0.00018,0.00003,0.00582,0.00000,0.00046,0.00984
1403715293.061985969543457,0.00327,0.00018,0.00111,0.00573,0.00149,0.00065,0.01243
1403715293.111987113952637,0.00412,0.00020,0.00027,0.00504,0.00224,0.00044,0.01231
1403715293.161984682083130,0.00281,0.00018,0.00148,0.00617,0.00366,0.00043,0.01474
1403715293.211981058120728,0.00326,0.00024,0.00422,0.00538,0.00281,0.00046,0.01638
1403715293.261979818344116,0.00377,0.00023,0.00016,0.00630,0.00072,0.00040,0.01157
1403715293.311981916427612,0.00313,0.00023,0.00010,0.00619,0.00000,0.00044,0.01010
1403715293.361977577209473,0.00373,0.00019,0.00040,0.00568,0.00000,0.00043,0.01043
1403715293.411980628967285,0.00391,0.00018,0.00578,0.00511,0.00470,0.00046,0.02015
1403715293.461990118026733,0.00325,0.00018,0.00025,0.00542,0.00074,0.00044,0.01028
1403715293.511999607086182,0.00407,0.00026,0.00070,0.00595,0.00000,0.00046,0.01144
1403715293.562012910842896,0.00350,0.00018,0.00016,0.00500,0.00000,0.00075,0.00959
1403715293.612022638320923,0.00343,0.00021,0.00046,0.00484,0.00000,0.00046,0.00941
1403715293.662042379379272,0.00317,0.00021,0.00228,0.00502,0.01016,0.00045,0.02129
1403715293.712045907974243,0.00353,0.00024,0.00010,0.00615,0.00000,0.00039,0.01040
1403715293.762042999267578,0.00272,0.00017,0.00013,0.00692,0.00124,0.00049,0.01165
1403715293.812045574188232,0.00333,0.00024,0.00366,0.00563,0.00247,0.00050,0.01584
1403715293.862047910690308,0.00284,0.00018,0.00025,0.00656,0.00000,0.00046,0.01029
1403715293.912044048309326,0.00385,0.00021,0.00084,0.00537,0.00017,0.00047,0.01092
