# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1403715287.062059879302979,0.00388,0.00022,0.00298,0.00635,0.00000,0.00066,0.01409
1403715287.312084197998047,0.01352,0.00040,0.00144,0.00330,0.00000,0.00057,0.01922
1403715287.362096071243286,0.01062,0.00015,0.00034,0.00318,0.00000,0.00047,0.01477
1403715287.462088346481323,0.00273,0.00020,0.00078,0.00214,0.00000,0.00058,0.00643
1403715287.512079954147339,0.00296,0.00015,0.00042,0.00206,0.00091,0.00044,0.00694
1403715287.562051773071289,0.00279,0.00015,0.00012,0.00313,0.01127,0.00049,0.01794
1403715287.612046718597412,0.00306,0.00017,0.00047,0.00463,0.00000,0.00057,0.00889
1403715287.662038803100586,0.00286,0.00015,0.00018,0.00473,0.00000,0.00049,0.00840
1403715287.712057590484619,0.00767,0.00016,0.00004,0.00487,0.00000,0.00051,0.01326
1403715287.762075185775757,0.00277,0.00015,0.00009,0.00467,0.00071,0.00056,0.00896
1403715287.812057495117188,0.00657,0.00015,0.00340,0.00399,0.00709,0.00048,0.02168
1403715287.862049579620361,0.01120,0.00015,0.00015,0.00501,0.00252,0.00055,0.01958
1403715288.062075853347778,0.01428,0.00034,0.00259,0.00440,0.00000,0.00046,0.02208
1403715288.112070083618164,0.00371,0.00018,0.00454,0.00765,0.00231,0.00046,0.01886
1403715288.512091636657715,0.00322,0.00059,0.00027,0.00169,0.00000,0.00045,0.00622
1403715288.562089204788208,0.00304,0.00014,0.00073,0.00133,0.00143,0.00045,0.00711
1403715288.612117290496826,0.00293,0.00014,0.00004,0.00719,0.00000,0.00056,0.01085
1403715288.662062644958496,0.00750,0.00016,0.00013,0.00341,0.00102,0.00051,0.01275
1403715288.712075471878052,0.00410,0.00015,0.00021,0.00366,0.00000,0.00050,0.00864
1403715288.812037467956543,0.00663,0.00020,0.00044,0.00351,0.00000,0.00052,0.01130
1403715288.862025976181030,0.00290,0.00014,0.00006,0.00340,0.00000,0.00064,0.00714
1403715288.912026643753052,0.00382,0.00015,0.00003,0.00410,0.00055,0.00057,0.00921
1403715289.012033462524414,0.00609,0.00021,0.00008,0.00320,0.00436,0.00049,0.01442
1403715289.062034606933594,0.00279,0.00014,0.00004,0.00393,0.00108,0.00052,0.00851
1403715289.112037897109985,0.00840,0.00019,0.00003,0.00507,0.00131,0.00048,0.01547
1403715289.162046194076538,0.00619,0.00015,0.00258,0.00440,0.00890,0.00047,0.02269
1403715289.212017536163330,0.01112,0.00018,0.00666,0.00546,0.00024,0.00065,0.02433
1403715289.261994123458862,0.01156,0.00016,0.00127,0.00516,0.00325,0.00058,0.02198
1403715289.511980056762695,0.01306,0.00044,0.00059,0.00506,0.00000,0.00054,0.01969
1403715289.561977386474609,0.00615,0.00015,0.00065,0.01178,0.00002,0.00056,0.01931
1403715289.711963653564453,0.00294,0.00172,0.00023,0.00423,0.00000,0.00053,0.00965
1403715289.761951923370361,0.00273,0.00014,0.00037,0.00406,0.00002,0.00053,0.00785
1403715289.811947107315063,0.00292,0.00014,0.00035,0.00403,0.00000,0.00049,0.00793
1403715289.861941099166870,0.00272,0.00014,0.00005,0.00411,0.00000,0.00050,0.00752
1403715290.061960458755493,0.00422,0.00032,0.00003,0.00156,0.00076,0.00061,0.00750
1403715290.161941051483154,0.00472,0.00021,0.00067,0.00127,0.00158,0.00047,0.00892
1403715290.211967945098877,0.00282,0.00015,0.00007,0.00343,0.00575,0.00046,0.01269
1403715290.261984825134277,0.00457,0.00015,0.00008,0.00417,0.00508,0.00051,0.01456
1403715290.312046289443970,0.00313,0.00015,0.00337,0.00493,0.00477,0.00048,0.01683
1403715290.362050771713257,0.00340,0.00017,0.00238,0.00594,0.00000,0.00044,0.01233
1403715290.462107658386230,0.00263,0.00023,0.00672,0.00569,0.00018,0.00040,0.01586
1403715290.512098312377930,0.00432,0.00022,0.00130,0.00744,0.00001,0.00039,0.01368
1403715290.612098693847656,0.00260,0.00025,0.00012,0.00100,0.00000,0.00045,0.00442
1403715290.662087678909302,0.00431,0.00015,0.00112,0.00059,0.00277,0.00041,0.00936
1403715290.712082624435425,0.00474,0.00014,0.00007,0.00313,0.00000,0.00047,0.00856
1403715290.812088012695312,0.00340,0.00023,0.00046,0.00339,0.00000,0.00049,0.00798
1403715290.862098693847656,0.00497,0.00014,0.00004,0.00273,0.00016,0.00043,0.00846
1403715290.912101507186890,0.00302,0.00013,0.00006,0.00256,0.00200,0.00046,0.00822
1403715290.962095975875854,0.00648,0.00014,0.00023,0.00282,0.00111,0.00050,0.01130
1403715291.012096881866455,0.00306,0.00013,0.00024,0.00290,0.00000,0.00055,0.00687
1403715291.062093973159790,0.00648,0.00027,0.00069,0.00288,0.00644,0.00056,0.01730
1403715291.112090587615967,0.00485,0.00014,0.00076,0.00343,0.00233,0.00046,0.01198
1403715291.212081432342529,0.00362,0.00020,0.00049,0.00173,0.00525,0.00049,0.01177
1403715291.262084245681763,0.00654,0.00030,0.00083,0.00212,0.00274,0.00056,0.01308
1403715291.312084197998047,0.00466,0.00023,0.00013,0.00416,0.00000,0.00062,0.00981
1403715291.412073135375977,0.00491,0.00022,0.00299,0.00106,0.00991,0.00048,0.01957
1403715291.462060213088989,0.00385,0.00015,0.00097,0.00173,0.00476,0.00054,0.01201
1403715291.512055873870850,0.00349,0.00017,0.00003,0.00486,0.00000,0.00048,0.00903
1403715291.562047958374023,0.00344,0.00016,0.00047,0.00504,0.00000,0.00053,0.00965
1403715291.712064027786255,0.00370,0.00026,0.00027,0.00450,0.00234,0.00057,0.01164
1403715291.762060403823853,0.01617,0.00015,0.00067,0.00493,0.00478,0.00054,0.02724
1403715291.862062692642212,0.00304,0.00024,0.00060,0.00509,0.00000,0.00088,0.00985
1403715291.912037849426270,0.00358,0.00016,0.00101,0.00550,0.00417,0.00051,0.01494
1403715292.062058210372925,0.00299,0.00039,0.00106,0.00561,0.00000,0.00067,0.01072
1403715292.112062931060791,0.00353,0.00015,0.00038,0.00574,0.00163,0.00047,0.01190
1403715292.212044239044189,0.00469,0.00023,0.00043,0.00560,0.00247,0.00052,0.01395
1403715292.262031555175781,0.00316,0.00016,0.00048,0.00571,0.00000,0.00052,0.01004
1403715292.312006950378418,0.00348,0.00015,0.00437,0.00553,0.00239,0.00066,0.01658
1403715292.411994457244873,0.00332,0.00021,0.00313,0.00565,0.00004,0.00048,0.01283
1403715292.461985349655151,0.00261,0.00015,0.00041,0.00501,0.00000,0.00049,0.00868
1403715292.511986017227173,0.00769,0.00015,0.00002,0.00806,0.00000,0.00054,0.01647
1403715292.661991119384766,0.00532,0.00026,0.00083,0.00637,0.00368,0.00050,0.01696
1403715292.711979389190674,0.01222,0.00020,0.00035,0.00513,0.00000,0.00048,0.01838
1403715292.861993312835693,0.00278,0.00027,0.00535,0.00357,0.00662,0.00052,0.01911
1403715292.962003707885742,0.00358,0.00025,0.00035,0.00471,0.00017,0.00048,0.00954
1403715293.012001037597656,0.00322,0.00015,0.00004,0.00623,0.00000,0.00055,0.01019
1403715293.061997413635254,0.00588,0.00015,0.00048,0.00422,0.00000,0.00052,0.01126
1403715293.112003087997437,0.00397,0.00015,0.00130,0.00376,0.00000,0.00047,0.00964
1403715293.162001609802246,0.01478,0.00014,0.00080,0.00396,0.00000,0.00060,0.02029
1403715293.211994647979736,0.01213,0.00015,0.00040,0.00359,0.00708,0.00047,0.02382
1403715293.261982440948486,0.01258,0.00015,0.00037,0.00523,0.00000,0.00054,0.01888
1403715293.311974763870239,0.01239,0.00014,0.00027,0.00478,0.00000,0.00064,0.01822
1403715293.361957311630249,0.00294,0.00015,0.00110,0.00364,0.00000,0.00052,0.00835
1403715293.511963605880737,0.00299,0.00024,0.00560,0.00283,0.01102,0.00054,0.02323
1403715293.561975240707397,0.01219,0.00015,0.00028,0.00502,0.00000,0.00062,0.01826
1403715293.612004041671753,0.01823,0.00016,0.00445,0.00423,0.01295,0.00049,0.04052
1403715294.161979675292969,0.01753,0.00084,0.00261,0.00388,0.00000,0.00047,0.02533
1403715294.211978435516357,0.00453,0.00014,0.00586,0.00348,0.00027,0.00056,0.01484
1403715294.561979055404663,0.01691,0.00048,0.00196,0.00044,0.00000,0.00054,0.02033
1403715294.661978960037231,0.00484,0.00024,0.00075,0.00013,0.00227,0.00079,0.00902
1403715294.761978387832642,0.00326,0.00018,0.00030,0.00029,0.00000,0.00058,0.00462
1403715294.811978340148926,0.00439,0.00019,0.00057,0.00009,0.00175,0.00057,0.00756
1403715294.861975908279419,0.00537,0.00014,0.00016,0.00174,0.00000,0.00063,0.00804
1403715294.911973953247070,0.01352,0.00013,0.00018,0.00181,0.00155,0.00064,0.01785
1403715294.961970567703247,0.00429,0.00013,0.00027,0.00181,0.00000,0.00059,0.00709
1403715295.011969089508057,0.00343,0.00013,0.00032,0.00163,0.00000,0.00070,0.00620
1403715295.061971426010132,0.00375,0.00012,0.00016,0.00364,0.00000,0.00062,0.00830
1403715295.111972332000732,0.00355,0.00012,0.00005,0.00175,0.00135,0.00067,0.00749
1403715295.161970376968384,0.00676,0.00015,0.00015,0.00182,0.00224,0.00061,0.01173
1403715295.211970090866089,0.00717,0.00013,0.00051,0.00215,0.00105,0.00061,0.01161
1403715295.261980295181274,0.00506,0.00012,0.00005,0.00243,0.00568,0.00080,0.01414
1403715295.311983346939087,0.00966,0.00013,0.00127,0.00285,0.00064,0.00061,0.01515
1403715295.361984252929688,0.00568,0.00014,0.00075,0.00240,0.01303,0.00075,0.02274
1403715295.511979579925537,0.00482,0.00027,0.00106,0.00251,0.00029,0.00062,0.00957
1403715295.611978769302368,0.01497,0.00025,0.00075,0.00048,0.00115,0.00063,0.01825
1403715295.911983489990234,0.01746,0.00041,0.00034,0.00134,0.00403,0.00059,0.02416
1403715296.011981010437012,0.00659,0.00019,0.00035,0.00152,0.00001,0.00097,0.00963
1403715296.111979484558105,0.01162,0.00018,0.00007,0.00035,0.00000,0.00062,0.01284
1403715296.161978483200073,0.00857,0.00012,0.00044,0.00017,0.00065,0.00059,0.01055
1403715296.211978197097778,0.00283,0.00018,0.00004,0.00330,0.00093,0.00068,0.00797
1403715296.311977386474609,0.00656,0.00017,0.00037,0.00074,0.00122,0.00197,0.01103
1403715296.361977577209473,0.00393,0.00011,0.00030,0.00072,0.00000,0.00057,0.00564
1403715296.411978960037231,0.00392,0.00011,0.00011,0.00154,0.00101,0.00069,0.00739
1403715296.461979866027832,0.00533,0.00012,0.00003,0.00077,0.00054,0.00074,0.00752
1403715296.511982917785645,0.00415,0.00019,0.00023,0.00092,0.00020,0.00079,0.00649
1403715296.561993598937988,0.00520,0.00011,0.00005,0.00089,0.00627,0.00066,0.01318
1403715296.612010955810547,0.00399,0.00012,0.00052,0.00102,0.00020,0.00068,0.00652
1403715296.662027359008789,0.00323,0.00012,0.00061,0.00105,0.01528,0.00070,0.02099
1403715296.712028503417969,0.00468,0.00018,0.00017,0.00337,0.00113,0.00060,0.01015
1403715296.762025833129883,0.00392,0.00014,0.00028,0.00324,0.00000,0.00072,0.00830
1403715296.812018156051636,0.00813,0.00015,0.00020,0.00346,0.00000,0.00059,0.01254
1403715296.962030649185181,0.00411,0.00025,0.00109,0.00288,0.00528,0.00061,0.01422
1403715297.012047052383423,0.00382,0.00015,0.00003,0.00359,0.00351,0.00064,0.01173
1403715297.062053203582764,0.01056,0.00015,0.00003,0.00460,0.00000,0.00063,0.01598
1403715297.162044525146484,0.00329,0.00026,0.00049,0.00405,0.00403,0.00060,0.01272
1403715297.212039232254028,0.00412,0.00016,0.00073,0.00497,0.00364,0.00059,0.01420
1403715297.262037277221680,0.00304,0.00017,0.00018,0.00517,0.00022,0.00071,0.00949
1403715297.312048912048340,0.00329,0.00015,0.01510,0.00451,0.00724,0.00058,0.03087
1403715297.362048625946045,0.01040,0.00017,0.00010,0.00583,0.00000,0.00064,0.01713
1403715297.462037324905396,0.00468,0.00021,0.00356,0.00517,0.00257,0.00054,0.01672
1403715297.512020349502563,0.01371,0.00017,0.00021,0.00561,0.00001,0.00066,0.02036
1403715297.562012672424316,0.01142,0.00016,0.00003,0.00528,0.00000,0.00062,0.01751
1403715297.911941528320312,0.01352,0.00051,0.00277,0.00292,0.00000,0.00058,0.02030
1403715297.961923122406006,0.00981,0.00014,0.00081,0.00268,0.00025,0.00059,0.01428
1403715298.011925220489502,0.00877,0.00014,0.00057,0.00291,0.00021,0.00057,0.01317
1403715298.261939287185669,0.00882,0.00036,0.00204,0.00198,0.00000,0.00068,0.01388
1403715298.311938524246216,0.00699,0.00014,0.00068,0.00156,0.00020,0.00060,0.01016
1403715298.361939191818237,0.00292,0.00013,0.00012,0.00183,0.00000,0.00065,0.00566
1403715298.411935806274414,0.00312,0.00012,0.00014,0.00158,0.00000,0.00076,0.00572
1403715298.461910247802734,0.00360,0.00013,0.00020,0.00295,0.01654,0.00070,0.02413
1403715298.661927461624146,0.00353,0.00033,0.00095,0.00410,0.00000,0.00065,0.00956
1403715298.961955308914185,0.00379,0.00059,0.00242,0.00400,0.00414,0.00069,0.01564
1403715299.011964321136475,0.00374,0.00015,0.00103,0.00451,0.00000,0.00065,0.01009
1403715299.061970472335815,0.00294,0.00015,0.00122,0.00406,0.00000,0.00079,0.00917
1403715299.111964941024780,0.00454,0.00016,0.00366,0.00448,0.01210,0.00054,0.02548
1403715299.261958360671997,0.01418,0.00029,0.00118,0.00581,0.00000,0.00054,0.02201
1403715299.311954736709595,0.01472,0.00017,0.00037,0.00553,0.00020,0.00052,0.02150
1403715299.461953401565552,0.00690,0.00029,0.00599,0.00401,0.00020,0.00048,0.01785
1403715299.661954641342163,0.00409,0.00031,0.00365,0.00387,0.00020,0.00056,0.01269
1403715299.711953878402710,0.01292,0.00015,0.00062,0.00382,0.00016,0.00056,0.01823
1403715299.761951446533203,0.01377,0.00017,0.00070,0.00370,0.00000,0.00077,0.01912
1403715299.961945056915283,0.01799,0.00032,0.00623,0.00250,0.00000,0.00055,0.02758
1403715300.011948108673096,0.00387,0.00014,0.00067,0.00248,0.00035,0.00049,0.00800
1403715300.211974143981934,0.00373,0.00030,0.00130,0.00187,0.00210,0.00062,0.00992
1403715300.261983633041382,0.00334,0.00013,0.00026,0.00499,0.00016,0.00075,0.00963
1403715300.311976671218872,0.00599,0.00013,0.00013,0.00230,0.00000,0.00061,0.00917
1403715300.361974000930786,0.00683,0.00014,0.00030,0.00227,0.00098,0.00055,0.01106
1403715300.411969184875488,0.00311,0.00014,0.00003,0.00216,0.00000,0.00059,0.00603
1403715300.461962461471558,0.00283,0.00014,0.00006,0.00232,0.00001,0.00052,0.00588
1403715300.511972904205322,0.00283,0.00012,0.00002,0.00226,0.01347,0.00058,0.01930
1403715300.561985492706299,0.00298,0.00015,0.00045,0.00359,0.01066,0.00051,0.01835
1403715300.611983537673950,0.00315,0.00017,0.00053,0.00650,0.00000,0.00101,0.01136
1403715300.661986827850342,0.01928,0.00018,0.00012,0.00545,0.00000,0.00067,0.02570
1403715300.711994171142578,0.01419,0.00019,0.00381,0.00575,0.00570,0.00058,0.03021
1403715300.761997461318970,0.01271,0.00016,0.00008,0.00585,0.00000,0.00044,0.01924
1403715300.962006807327271,0.02009,0.00033,0.00840,0.00548,0.00000,0.00050,0.03481
1403715301.012013912200928,0.01311,0.00017,0.00023,0.00550,0.00123,0.00052,0.02078
1403715301.362015962600708,0.01765,0.00048,0.00019,0.00524,0.00066,0.00045,0.02467
1403715301.662020444869995,0.02015,0.00044,0.00071,0.00455,0.00002,0.00048,0.02635
1403715301.712023973464966,0.01403,0.00017,0.00052,0.00508,0.00000,0.00052,0.02032
1403715301.912015676498413,0.00496,0.00031,0.00050,0.00484,0.00000,0.00065,0.01126
1403715301.962014436721802,0.00378,0.00014,0.00105,0.00834,0.00139,0.00072,0.01541
1403715302.012012004852295,0.00429,0.00020,0.00027,0.00497,0.00000,0.00076,0.01050
1403715302.162021875381470,0.00300,0.00025,0.00042,0.00142,0.00000,0.00059,0.00566
1403715302.262019634246826,0.00533,0.00021,0.00106,0.00091,0.00201,0.00051,0.01003
1403715302.312021255493164,0.01750,0.00014,0.00033,0.00328,0.00232,0.00056,0.02414
1403715302.362035036087036,0.00269,0.00015,0.00007,0.00363,0.01153,0.00048,0.01854
1403715302.462035417556763,0.00258,0.00021,0.00129,0.00561,0.00144,0.00051,0.01164
1403715302.512034654617310,0.01058,0.00016,0.00010,0.00563,0.00062,0.00043,0.01753
1403715302.562049388885498,0.00376,0.00018,0.00623,0.00843,0.00140,0.00050,0.02050
1403715302.712047576904297,0.00922,0.00027,0.00087,0.00178,0.00000,0.00046,0.01261
1403715302.812049865722656,0.00417,0.00023,0.00207,0.00112,0.00362,0.00054,0.01174
1403715302.912048816680908,0.00380,0.00022,0.00666,0.00532,0.00151,0.00065,0.01818
1403715302.962042331695557,0.00361,0.00016,0.00030,0.00546,0.00001,0.00053,0.01006
1403715303.012036323547363,0.00492,0.00018,0.00011,0.00494,0.00000,0.00051,0.01067
1403715303.162027359008789,0.00690,0.00026,0.00009,0.00446,0.00000,0.00065,0.01236
1403715303.212022542953491,0.01287,0.00016,0.00068,0.00431,0.00360,0.00057,0.02219
1403715303.312017917633057,0.01269,0.00021,0.00074,0.00437,0.00000,0.00070,0.01871
1403715303.362015247344971,0.00387,0.00015,0.00064,0.00465,0.00002,0.00063,0.00996
1403715303.512026548385620,0.01160,0.00025,0.00144,0.00347,0.00000,0.00065,0.01741
1403715303.562032938003540,0.00769,0.00015,0.00062,0.00406,0.00032,0.00062,0.01345
1403715303.662037372589111,0.00435,0.00020,0.00349,0.00323,0.00208,0.00062,0.01397
1403715303.712039232254028,0.00455,0.00014,0.00104,0.00309,0.00087,0.00095,0.01064
1403715303.812031269073486,0.00315,0.00019,0.00101,0.00322,0.00000,0.00066,0.00824
1403715303.862021446228027,0.00274,0.00013,0.00107,0.00279,0.01075,0.00058,0.01806
1403715303.912018537521362,0.00325,0.00017,0.00312,0.00502,0.00055,0.00056,0.01268
